consumption,interval_start,interval_end,date,time
0.154,2022-06-18T04:30:00Z,2022-06-18T05:00:00Z,2022-06-18,04:30:00
0.014,2022-06-18T05:00:00Z,2022-06-18T05:30:00Z,2022-06-18,05:00:00
0.435,2022-06-18T05:30:00Z,2022-06-18T06:00:00Z,2022-06-18,05:30:00
0.242,2022-06-18T06:00:00Z,2022-06-18T06:30:00Z,2022-06-18,06:00:00
0.132,2022-06-18T06:30:00Z,2022-06-18T07:00:00Z,2022-06-18,06:30:00
0.067,2022-06-18T07:00:00Z,2022-06-18T07:30:00Z,2022-06-18,07:00:00
0.08,2022-06-18T07:30:00Z,2022-06-18T08:00:00Z,2022-06-18,07:30:00
0.067,2022-06-18T08:00:00Z,2022-06-18T08:30:00Z,2022-06-18,08:00:00
0.359,2022-06-18T08:30:00Z,2022-06-18T09:00:00Z,2022-06-18,08:30:00
0.149,2022-06-18T09:00:00Z,2022-06-18T09:30:00Z,2022-06-18,09:00:00
0.112,2022-06-18T09:30:00Z,2022-06-18T10:00:00Z,2022-06-18,09:30:00
0.078,2022-06-18T10:00:00Z,2022-06-18T10:30:00Z,2022-06-18,10:00:00
0.021,2022-06-18T10:30:00Z,2022-06-18T11:00:00Z,2022-06-18,10:30:00
0.036,2022-06-18T11:00:00Z,2022-06-18T11:30:00Z,2022-06-18,11:00:00
0.024,2022-06-18T11:30:00Z,2022-06-18T12:00:00Z,2022-06-18,11:30:00
0.406,2022-06-18T12:00:00Z,2022-06-18T12:30:00Z,2022-06-18,12:00:00
0.244,2022-06-18T12:30:00Z,2022-06-18T13:00:00Z,2022-06-18,12:30:00
0.116,2022-06-18T13:00:00Z,2022-06-18T13:30:00Z,2022-06-18,13:00:00
0.124,2022-06-18T13:30:00Z,2022-06-18T14:00:00Z,2022-06-18,13:30:00
0.05,2022-06-18T14:00:00Z,2022-06-18T14:30:00Z,2022-06-18,14:00:00
0.049,2022-06-18T14:30:00Z,2022-06-18T15:00:00Z,2022-06-18,14:30:00
0.075,2022-06-18T15:00:00Z,2022-06-18T15:30:00Z,2022-06-18,15:00:00
0.877,2022-06-18T15:30:00Z,2022-06-18T16:00:00Z,2022-06-18,15:30:00
0.288,2022-06-18T16:00:00Z,2022-06-18T16:30:00Z,2022-06-18,16:00:00
0.062,2022-06-18T16:30:00Z,2022-06-18T17:00:00Z,2022-06-18,16:30:00
0.043,2022-06-18T17:00:00Z,2022-06-18T17:30:00Z,2022-06-18,17:00:00
0.075,2022-06-18T17:30:00Z,2022-06-18T18:00:00Z,2022-06-18,17:30:00
0.054,2022-06-18T18:00:00Z,2022-06-18T18:30:00Z,2022-06-18,18:00:00
0.069,2022-06-18T18:30:00Z,2022-06-18T19:00:00Z,2022-06-18,18:30:00
0.061,2022-06-18T19:00:00Z,2022-06-18T19:30:00Z,2022-06-18,19:00:00
0.062,2022-06-18T19:30:00Z,2022-06-18T20:00:00Z,2022-06-18,19:30:00
0.069,2022-06-18T20:00:00Z,2022-06-18T20:30:00Z,2022-06-18,20:00:00
0.051,2022-06-18T20:30:00Z,2022-06-18T21:00:00Z,2022-06-18,20:30:00
0.066,2022-06-18T21:00:00Z,2022-06-18T21:30:00Z,2022-06-18,21:00:00
0.038,2022-06-18T21:30:00Z,2022-06-18T22:00:00Z,2022-06-18,21:30:00
0.044,2022-06-18T22:00:00Z,2022-06-18T22:30:00Z,2022-06-18,22:00:00
0.019,2022-06-18T22:30:00Z,2022-06-18T23:00:00Z,2022-06-18,22:30:00
0.04,2022-06-18T23:00:00Z,2022-06-18T23:30:00Z,2022-06-18,23:00:00
0.014,2022-06-18T23:30:00Z,2022-06-19T00:00:00Z,2022-06-18,23:30:00
0.037,2022-06-19T00:00:00Z,2022-06-19T00:30:00Z,2022-06-19,00:00:00
0.014,2022-06-19T00:30:00Z,2022-06-19T01:00:00Z,2022-06-19,00:30:00
0.039,2022-06-19T01:00:00Z,2022-06-19T01:30:00Z,2022-06-19,01:00:00
0.285,2022-06-19T01:30:00Z,2022-06-19T02:00:00Z,2022-06-19,01:30:00
1.571,2022-06-19T02:00:00Z,2022-06-19T02:30:00Z,2022-06-19,02:00:00
1.522,2022-06-19T02:30:00Z,2022-06-19T03:00:00Z,2022-06-19,02:30:00
0.376,2022-06-19T03:00:00Z,2022-06-19T03:30:00Z,2022-06-19,03:00:00
0.016,2022-06-19T03:30:00Z,2022-06-19T04:00:00Z,2022-06-19,03:30:00
0.032,2022-06-19T04:00:00Z,2022-06-19T04:30:00Z,2022-06-19,04:00:00
0.283,2022-06-19T04:30:00Z,2022-06-19T05:00:00Z,2022-06-19,04:30:00
0.027,2022-06-19T05:00:00Z,2022-06-19T05:30:00Z,2022-06-19,05:00:00
0.046,2022-06-19T05:30:00Z,2022-06-19T06:00:00Z,2022-06-19,05:30:00
0.146,2022-06-19T06:00:00Z,2022-06-19T06:30:00Z,2022-06-19,06:00:00
0.089,2022-06-19T06:30:00Z,2022-06-19T07:00:00Z,2022-06-19,06:30:00
0.116,2022-06-19T07:00:00Z,2022-06-19T07:30:00Z,2022-06-19,07:00:00
0.768,2022-06-19T07:30:00Z,2022-06-19T08:00:00Z,2022-06-19,07:30:00
0.165,2022-06-19T08:00:00Z,2022-06-19T08:30:00Z,2022-06-19,08:00:00
0.053,2022-06-19T08:30:00Z,2022-06-19T09:00:00Z,2022-06-19,08:30:00
0.077,2022-06-19T09:00:00Z,2022-06-19T09:30:00Z,2022-06-19,09:00:00
0.028,2022-06-19T09:30:00Z,2022-06-19T10:00:00Z,2022-06-19,09:30:00
0.037,2022-06-19T10:00:00Z,2022-06-19T10:30:00Z,2022-06-19,10:00:00
0.019,2022-06-19T10:30:00Z,2022-06-19T11:00:00Z,2022-06-19,10:30:00
0.032,2022-06-19T11:00:00Z,2022-06-19T11:30:00Z,2022-06-19,11:00:00
0.254,2022-06-19T11:30:00Z,2022-06-19T12:00:00Z,2022-06-19,11:30:00
0.058,2022-06-19T12:00:00Z,2022-06-19T12:30:00Z,2022-06-19,12:00:00
0.137,2022-06-19T12:30:00Z,2022-06-19T13:00:00Z,2022-06-19,12:30:00
0.029,2022-06-19T13:00:00Z,2022-06-19T13:30:00Z,2022-06-19,13:00:00
0.04,2022-06-19T13:30:00Z,2022-06-19T14:00:00Z,2022-06-19,13:30:00
1.431,2022-06-19T14:00:00Z,2022-06-19T14:30:00Z,2022-06-19,14:00:00
0.948,2022-06-19T14:30:00Z,2022-06-19T15:00:00Z,2022-06-19,14:30:00
0.203,2022-06-19T15:00:00Z,2022-06-19T15:30:00Z,2022-06-19,15:00:00
0.067,2022-06-19T15:30:00Z,2022-06-19T16:00:00Z,2022-06-19,15:30:00
0.032,2022-06-19T16:00:00Z,2022-06-19T16:30:00Z,2022-06-19,16:00:00
0.032,2022-06-19T16:30:00Z,2022-06-19T17:00:00Z,2022-06-19,16:30:00
0.033,2022-06-19T17:00:00Z,2022-06-19T17:30:00Z,2022-06-19,17:00:00
0.019,2022-06-19T17:30:00Z,2022-06-19T18:00:00Z,2022-06-19,17:30:00
0.074,2022-06-19T18:00:00Z,2022-06-19T18:30:00Z,2022-06-19,18:00:00
0.072,2022-06-19T18:30:00Z,2022-06-19T19:00:00Z,2022-06-19,18:30:00
0.05,2022-06-19T19:00:00Z,2022-06-19T19:30:00Z,2022-06-19,19:00:00
0.069,2022-06-19T19:30:00Z,2022-06-19T20:00:00Z,2022-06-19,19:30:00
0.073,2022-06-19T20:00:00Z,2022-06-19T20:30:00Z,2022-06-19,20:00:00
0.046,2022-06-19T20:30:00Z,2022-06-19T21:00:00Z,2022-06-19,20:30:00
0.04,2022-06-19T21:00:00Z,2022-06-19T21:30:00Z,2022-06-19,21:00:00
0.015,2022-06-19T21:30:00Z,2022-06-19T22:00:00Z,2022-06-19,21:30:00
0.036,2022-06-19T22:00:00Z,2022-06-19T22:30:00Z,2022-06-19,22:00:00
0.024,2022-06-19T22:30:00Z,2022-06-19T23:00:00Z,2022-06-19,22:30:00
0.026,2022-06-19T23:00:00Z,2022-06-19T23:30:00Z,2022-06-19,23:00:00
0.032,2022-06-19T23:30:00Z,2022-06-20T00:00:00Z,2022-06-19,23:30:00
0.019,2022-06-20T00:00:00Z,2022-06-20T00:30:00Z,2022-06-20,00:00:00
0.037,2022-06-20T00:30:00Z,2022-06-20T01:00:00Z,2022-06-20,00:30:00
0.014,2022-06-20T01:00:00Z,2022-06-20T01:30:00Z,2022-06-20,01:00:00
0.305,2022-06-20T01:30:00Z,2022-06-20T02:00:00Z,2022-06-20,01:30:00
1.546,2022-06-20T02:00:00Z,2022-06-20T02:30:00Z,2022-06-20,02:00:00
1.491,2022-06-20T02:30:00Z,2022-06-20T03:00:00Z,2022-06-20,02:30:00
0.014,2022-06-20T03:00:00Z,2022-06-20T03:30:00Z,2022-06-20,03:00:00
0.038,2022-06-20T03:30:00Z,2022-06-20T04:00:00Z,2022-06-20,03:30:00
0.014,2022-06-20T04:00:00Z,2022-06-20T04:30:00Z,2022-06-20,04:00:00
0.037,2022-06-20T04:30:00Z,2022-06-20T05:00:00Z,2022-06-20,04:30:00
0.017,2022-06-20T05:00:00Z,2022-06-20T05:30:00Z,2022-06-20,05:00:00
0.318,2022-06-20T05:30:00Z,2022-06-20T06:00:00Z,2022-06-20,05:30:00
0.046,2022-06-20T06:00:00Z,2022-06-20T06:30:00Z,2022-06-20,06:00:00
0.047,2022-06-20T06:30:00Z,2022-06-20T07:00:00Z,2022-06-20,06:30:00
0.024,2022-06-20T07:00:00Z,2022-06-20T07:30:00Z,2022-06-20,07:00:00
0.047,2022-06-20T07:30:00Z,2022-06-20T08:00:00Z,2022-06-20,07:30:00
0.065,2022-06-20T08:00:00Z,2022-06-20T08:30:00Z,2022-06-20,08:00:00
0.043,2022-06-20T08:30:00Z,2022-06-20T09:00:00Z,2022-06-20,08:30:00
0.02,2022-06-20T09:00:00Z,2022-06-20T09:30:00Z,2022-06-20,09:00:00
0.042,2022-06-20T09:30:00Z,2022-06-20T10:00:00Z,2022-06-20,09:30:00
0.02,2022-06-20T10:00:00Z,2022-06-20T10:30:00Z,2022-06-20,10:00:00
0.075,2022-06-20T10:30:00Z,2022-06-20T11:00:00Z,2022-06-20,10:30:00
0.056,2022-06-20T11:00:00Z,2022-06-20T11:30:00Z,2022-06-20,11:00:00
0.064,2022-06-20T11:30:00Z,2022-06-20T12:00:00Z,2022-06-20,11:30:00
0.04,2022-06-20T12:00:00Z,2022-06-20T12:30:00Z,2022-06-20,12:00:00
0.025,2022-06-20T12:30:00Z,2022-06-20T13:00:00Z,2022-06-20,12:30:00
0.051,2022-06-20T13:00:00Z,2022-06-20T13:30:00Z,2022-06-20,13:00:00
0.02,2022-06-20T13:30:00Z,2022-06-20T14:00:00Z,2022-06-20,13:30:00
0.05,2022-06-20T14:00:00Z,2022-06-20T14:30:00Z,2022-06-20,14:00:00
0.034,2022-06-20T14:30:00Z,2022-06-20T15:00:00Z,2022-06-20,14:30:00
0.068,2022-06-20T15:00:00Z,2022-06-20T15:30:00Z,2022-06-20,15:00:00
0.038,2022-06-20T15:30:00Z,2022-06-20T16:00:00Z,2022-06-20,15:30:00
0.095,2022-06-20T16:00:00Z,2022-06-20T16:30:00Z,2022-06-20,16:00:00
0.743,2022-06-20T16:30:00Z,2022-06-20T17:00:00Z,2022-06-20,16:30:00
0.089,2022-06-20T17:00:00Z,2022-06-20T17:30:00Z,2022-06-20,17:00:00
0.045,2022-06-20T17:30:00Z,2022-06-20T18:00:00Z,2022-06-20,17:30:00
0.015,2022-06-20T18:00:00Z,2022-06-20T18:30:00Z,2022-06-20,18:00:00
0.041,2022-06-20T18:30:00Z,2022-06-20T19:00:00Z,2022-06-20,18:30:00
0.014,2022-06-20T19:00:00Z,2022-06-20T19:30:00Z,2022-06-20,19:00:00
0.04,2022-06-20T19:30:00Z,2022-06-20T20:00:00Z,2022-06-20,19:30:00
0.016,2022-06-20T20:00:00Z,2022-06-20T20:30:00Z,2022-06-20,20:00:00
0.05,2022-06-20T20:30:00Z,2022-06-20T21:00:00Z,2022-06-20,20:30:00
0.051,2022-06-20T21:00:00Z,2022-06-20T21:30:00Z,2022-06-20,21:00:00
0.058,2022-06-20T21:30:00Z,2022-06-20T22:00:00Z,2022-06-20,21:30:00
0.055,2022-06-20T22:00:00Z,2022-06-20T22:30:00Z,2022-06-20,22:00:00
0.027,2022-06-20T22:30:00Z,2022-06-20T23:00:00Z,2022-06-20,22:30:00
0.031,2022-06-20T23:00:00Z,2022-06-20T23:30:00Z,2022-06-20,23:00:00
0.024,2022-06-20T23:30:00Z,2022-06-21T00:00:00Z,2022-06-20,23:30:00
0.033,2022-06-21T00:00:00Z,2022-06-21T00:30:00Z,2022-06-21,00:00:00
0.02,2022-06-21T00:30:00Z,2022-06-21T01:00:00Z,2022-06-21,00:30:00
0.033,2022-06-21T01:00:00Z,2022-06-21T01:30:00Z,2022-06-21,01:00:00
0.306,2022-06-21T01:30:00Z,2022-06-21T02:00:00Z,2022-06-21,01:30:00
1.555,2022-06-21T02:00:00Z,2022-06-21T02:30:00Z,2022-06-21,02:00:00
1.077,2022-06-21T02:30:00Z,2022-06-21T03:00:00Z,2022-06-21,02:30:00
0.031,2022-06-21T03:00:00Z,2022-06-21T03:30:00Z,2022-06-21,03:00:00
0.023,2022-06-21T03:30:00Z,2022-06-21T04:00:00Z,2022-06-21,03:30:00
0.028,2022-06-21T04:00:00Z,2022-06-21T04:30:00Z,2022-06-21,04:00:00
0.026,2022-06-21T04:30:00Z,2022-06-21T05:00:00Z,2022-06-21,04:30:00
0.025,2022-06-21T05:00:00Z,2022-06-21T05:30:00Z,2022-06-21,05:00:00
0.608,2022-06-21T05:30:00Z,2022-06-21T06:00:00Z,2022-06-21,05:30:00
0.088,2022-06-21T06:00:00Z,2022-06-21T06:30:00Z,2022-06-21,06:00:00
0.04,2022-06-21T06:30:00Z,2022-06-21T07:00:00Z,2022-06-21,06:30:00
0.05,2022-06-21T07:00:00Z,2022-06-21T07:30:00Z,2022-06-21,07:00:00
0.025,2022-06-21T07:30:00Z,2022-06-21T08:00:00Z,2022-06-21,07:30:00
0.049,2022-06-21T08:00:00Z,2022-06-21T08:30:00Z,2022-06-21,08:00:00
0.039,2022-06-21T08:30:00Z,2022-06-21T09:00:00Z,2022-06-21,08:30:00
0.053,2022-06-21T09:00:00Z,2022-06-21T09:30:00Z,2022-06-21,09:00:00
0.082,2022-06-21T09:30:00Z,2022-06-21T10:00:00Z,2022-06-21,09:30:00
0.053,2022-06-21T10:00:00Z,2022-06-21T10:30:00Z,2022-06-21,10:00:00
0.023,2022-06-21T10:30:00Z,2022-06-21T11:00:00Z,2022-06-21,10:30:00
0.042,2022-06-21T11:00:00Z,2022-06-21T11:30:00Z,2022-06-21,11:00:00
0.019,2022-06-21T11:30:00Z,2022-06-21T12:00:00Z,2022-06-21,11:30:00
0.044,2022-06-21T12:00:00Z,2022-06-21T12:30:00Z,2022-06-21,12:00:00
0.02,2022-06-21T12:30:00Z,2022-06-21T13:00:00Z,2022-06-21,12:30:00
0.049,2022-06-21T13:00:00Z,2022-06-21T13:30:00Z,2022-06-21,13:00:00
0.025,2022-06-21T13:30:00Z,2022-06-21T14:00:00Z,2022-06-21,13:30:00
0.051,2022-06-21T14:00:00Z,2022-06-21T14:30:00Z,2022-06-21,14:00:00
0.024,2022-06-21T14:30:00Z,2022-06-21T15:00:00Z,2022-06-21,14:30:00
0.04,2022-06-21T15:00:00Z,2022-06-21T15:30:00Z,2022-06-21,15:00:00
0.019,2022-06-21T15:30:00Z,2022-06-21T16:00:00Z,2022-06-21,15:30:00
0.032,2022-06-21T16:00:00Z,2022-06-21T16:30:00Z,2022-06-21,16:00:00
0.497,2022-06-21T16:30:00Z,2022-06-21T17:00:00Z,2022-06-21,16:30:00
0.717,2022-06-21T17:00:00Z,2022-06-21T17:30:00Z,2022-06-21,17:00:00
0.05,2022-06-21T17:30:00Z,2022-06-21T18:00:00Z,2022-06-21,17:30:00
0.074,2022-06-21T18:00:00Z,2022-06-21T18:30:00Z,2022-06-21,18:00:00
0.048,2022-06-21T18:30:00Z,2022-06-21T19:00:00Z,2022-06-21,18:30:00
0.119,2022-06-21T19:00:00Z,2022-06-21T19:30:00Z,2022-06-21,19:00:00
0.055,2022-06-21T19:30:00Z,2022-06-21T20:00:00Z,2022-06-21,19:30:00
0.064,2022-06-21T20:00:00Z,2022-06-21T20:30:00Z,2022-06-21,20:00:00
0.061,2022-06-21T20:30:00Z,2022-06-21T21:00:00Z,2022-06-21,20:30:00
0.032,2022-06-21T21:00:00Z,2022-06-21T21:30:00Z,2022-06-21,21:00:00
0.032,2022-06-21T21:30:00Z,2022-06-21T22:00:00Z,2022-06-21,21:30:00
0.023,2022-06-21T22:00:00Z,2022-06-21T22:30:00Z,2022-06-21,22:00:00
0.037,2022-06-21T22:30:00Z,2022-06-21T23:00:00Z,2022-06-21,22:30:00
0.014,2022-06-21T23:00:00Z,2022-06-21T23:30:00Z,2022-06-21,23:00:00
0.041,2022-06-21T23:30:00Z,2022-06-22T00:00:00Z,2022-06-21,23:30:00
0.013,2022-06-22T00:00:00Z,2022-06-22T00:30:00Z,2022-06-22,00:00:00
0.04,2022-06-22T00:30:00Z,2022-06-22T01:00:00Z,2022-06-22,00:30:00
0.014,2022-06-22T01:00:00Z,2022-06-22T01:30:00Z,2022-06-22,01:00:00
0.328,2022-06-22T01:30:00Z,2022-06-22T02:00:00Z,2022-06-22,01:30:00
1.557,2022-06-22T02:00:00Z,2022-06-22T02:30:00Z,2022-06-22,02:00:00
0.997,2022-06-22T02:30:00Z,2022-06-22T03:00:00Z,2022-06-22,02:30:00
0.016,2022-06-22T03:00:00Z,2022-06-22T03:30:00Z,2022-06-22,03:00:00
0.03,2022-06-22T03:30:00Z,2022-06-22T04:00:00Z,2022-06-22,03:30:00
0.024,2022-06-22T04:00:00Z,2022-06-22T04:30:00Z,2022-06-22,04:00:00
0.02,2022-06-22T04:30:00Z,2022-06-22T05:00:00Z,2022-06-22,04:30:00
0.033,2022-06-22T05:00:00Z,2022-06-22T05:30:00Z,2022-06-22,05:00:00
0.151,2022-06-22T05:30:00Z,2022-06-22T06:00:00Z,2022-06-22,05:30:00
0.259,2022-06-22T06:00:00Z,2022-06-22T06:30:00Z,2022-06-22,06:00:00
0.28,2022-06-22T06:30:00Z,2022-06-22T07:00:00Z,2022-06-22,06:30:00
0.037,2022-06-22T07:00:00Z,2022-06-22T07:30:00Z,2022-06-22,07:00:00
0.021,2022-06-22T07:30:00Z,2022-06-22T08:00:00Z,2022-06-22,07:30:00
0.063,2022-06-22T08:00:00Z,2022-06-22T08:30:00Z,2022-06-22,08:00:00
0.032,2022-06-22T08:30:00Z,2022-06-22T09:00:00Z,2022-06-22,08:30:00
0.046,2022-06-22T09:00:00Z,2022-06-22T09:30:00Z,2022-06-22,09:00:00
0.077,2022-06-22T09:30:00Z,2022-06-22T10:00:00Z,2022-06-22,09:30:00
0.066,2022-06-22T10:00:00Z,2022-06-22T10:30:00Z,2022-06-22,10:00:00
0.068,2022-06-22T10:30:00Z,2022-06-22T11:00:00Z,2022-06-22,10:30:00
0.048,2022-06-22T11:00:00Z,2022-06-22T11:30:00Z,2022-06-22,11:00:00
0.075,2022-06-22T11:30:00Z,2022-06-22T12:00:00Z,2022-06-22,11:30:00
0.02,2022-06-22T12:00:00Z,2022-06-22T12:30:00Z,2022-06-22,12:00:00
0.048,2022-06-22T12:30:00Z,2022-06-22T13:00:00Z,2022-06-22,12:30:00
0.025,2022-06-22T13:00:00Z,2022-06-22T13:30:00Z,2022-06-22,13:00:00
0.061,2022-06-22T13:30:00Z,2022-06-22T14:00:00Z,2022-06-22,13:30:00
0.067,2022-06-22T14:00:00Z,2022-06-22T14:30:00Z,2022-06-22,14:00:00
0.071,2022-06-22T14:30:00Z,2022-06-22T15:00:00Z,2022-06-22,14:30:00
0.047,2022-06-22T15:00:00Z,2022-06-22T15:30:00Z,2022-06-22,15:00:00
0.027,2022-06-22T15:30:00Z,2022-06-22T16:00:00Z,2022-06-22,15:30:00
0.411,2022-06-22T16:00:00Z,2022-06-22T16:30:00Z,2022-06-22,16:00:00
0.807,2022-06-22T16:30:00Z,2022-06-22T17:00:00Z,2022-06-22,16:30:00
0.102,2022-06-22T17:00:00Z,2022-06-22T17:30:00Z,2022-06-22,17:00:00
0.096,2022-06-22T17:30:00Z,2022-06-22T18:00:00Z,2022-06-22,17:30:00
0.056,2022-06-22T18:00:00Z,2022-06-22T18:30:00Z,2022-06-22,18:00:00
0.281,2022-06-22T18:30:00Z,2022-06-22T19:00:00Z,2022-06-22,18:30:00
0.064,2022-06-22T19:00:00Z,2022-06-22T19:30:00Z,2022-06-22,19:00:00
0.088,2022-06-22T19:30:00Z,2022-06-22T20:00:00Z,2022-06-22,19:30:00
0.076,2022-06-22T20:00:00Z,2022-06-22T20:30:00Z,2022-06-22,20:00:00
0.066,2022-06-22T20:30:00Z,2022-06-22T21:00:00Z,2022-06-22,20:30:00
0.069,2022-06-22T21:00:00Z,2022-06-22T21:30:00Z,2022-06-22,21:00:00
0.041,2022-06-22T21:30:00Z,2022-06-22T22:00:00Z,2022-06-22,21:30:00
0.041,2022-06-22T22:00:00Z,2022-06-22T22:30:00Z,2022-06-22,22:00:00
0.015,2022-06-22T22:30:00Z,2022-06-22T23:00:00Z,2022-06-22,22:30:00
0.041,2022-06-22T23:00:00Z,2022-06-22T23:30:00Z,2022-06-22,23:00:00
0.021,2022-06-22T23:30:00Z,2022-06-23T00:00:00Z,2022-06-22,23:30:00
0.035,2022-06-23T00:00:00Z,2022-06-23T00:30:00Z,2022-06-23,00:00:00
0.025,2022-06-23T00:30:00Z,2022-06-23T01:00:00Z,2022-06-23,00:30:00
0.03,2022-06-23T01:00:00Z,2022-06-23T01:30:00Z,2022-06-23,01:00:00
0.322,2022-06-23T01:30:00Z,2022-06-23T02:00:00Z,2022-06-23,01:30:00
1.581,2022-06-23T02:00:00Z,2022-06-23T02:30:00Z,2022-06-23,02:00:00
1.488,2022-06-23T02:30:00Z,2022-06-23T03:00:00Z,2022-06-23,02:30:00
0.074,2022-06-23T03:00:00Z,2022-06-23T03:30:00Z,2022-06-23,03:00:00
0.047,2022-06-23T03:30:00Z,2022-06-23T04:00:00Z,2022-06-23,03:30:00
0.014,2022-06-23T04:00:00Z,2022-06-23T04:30:00Z,2022-06-23,04:00:00
0.045,2022-06-23T04:30:00Z,2022-06-23T05:00:00Z,2022-06-23,04:30:00
0.014,2022-06-23T05:00:00Z,2022-06-23T05:30:00Z,2022-06-23,05:00:00
0.503,2022-06-23T05:30:00Z,2022-06-23T06:00:00Z,2022-06-23,05:30:00
0.165,2022-06-23T06:00:00Z,2022-06-23T06:30:00Z,2022-06-23,06:00:00
0.353,2022-06-23T06:30:00Z,2022-06-23T07:00:00Z,2022-06-23,06:30:00
0.098,2022-06-23T07:00:00Z,2022-06-23T07:30:00Z,2022-06-23,07:00:00
0.137,2022-06-23T07:30:00Z,2022-06-23T08:00:00Z,2022-06-23,07:30:00
0.036,2022-06-23T08:00:00Z,2022-06-23T08:30:00Z,2022-06-23,08:00:00
0.331,2022-06-23T08:30:00Z,2022-06-23T09:00:00Z,2022-06-23,08:30:00
0.161,2022-06-23T09:00:00Z,2022-06-23T09:30:00Z,2022-06-23,09:00:00
0.088,2022-06-23T09:30:00Z,2022-06-23T10:00:00Z,2022-06-23,09:30:00
0.071,2022-06-23T10:00:00Z,2022-06-23T10:30:00Z,2022-06-23,10:00:00
0.059,2022-06-23T10:30:00Z,2022-06-23T11:00:00Z,2022-06-23,10:30:00
0.2,2022-06-23T11:00:00Z,2022-06-23T11:30:00Z,2022-06-23,11:00:00
0.025,2022-06-23T11:30:00Z,2022-06-23T12:00:00Z,2022-06-23,11:30:00
0.331,2022-06-23T12:00:00Z,2022-06-23T12:30:00Z,2022-06-23,12:00:00
0.177,2022-06-23T12:30:00Z,2022-06-23T13:00:00Z,2022-06-23,12:30:00
0.165,2022-06-23T13:00:00Z,2022-06-23T13:30:00Z,2022-06-23,13:00:00
0.097,2022-06-23T13:30:00Z,2022-06-23T14:00:00Z,2022-06-23,13:30:00
0.067,2022-06-23T14:00:00Z,2022-06-23T14:30:00Z,2022-06-23,14:00:00
0.028,2022-06-23T14:30:00Z,2022-06-23T15:00:00Z,2022-06-23,14:30:00
0.04,2022-06-23T15:00:00Z,2022-06-23T15:30:00Z,2022-06-23,15:00:00
0.123,2022-06-23T15:30:00Z,2022-06-23T16:00:00Z,2022-06-23,15:30:00
0.649,2022-06-23T16:00:00Z,2022-06-23T16:30:00Z,2022-06-23,16:00:00
0.06,2022-06-23T16:30:00Z,2022-06-23T17:00:00Z,2022-06-23,16:30:00
0.026,2022-06-23T17:00:00Z,2022-06-23T17:30:00Z,2022-06-23,17:00:00
0.077,2022-06-23T17:30:00Z,2022-06-23T18:00:00Z,2022-06-23,17:30:00
0.025,2022-06-23T18:00:00Z,2022-06-23T18:30:00Z,2022-06-23,18:00:00
0.048,2022-06-23T18:30:00Z,2022-06-23T19:00:00Z,2022-06-23,18:30:00
0.557,2022-06-23T19:00:00Z,2022-06-23T19:30:00Z,2022-06-23,19:00:00
0.08,2022-06-23T19:30:00Z,2022-06-23T20:00:00Z,2022-06-23,19:30:00
0.053,2022-06-23T20:00:00Z,2022-06-23T20:30:00Z,2022-06-23,20:00:00
0.078,2022-06-23T20:30:00Z,2022-06-23T21:00:00Z,2022-06-23,20:30:00
0.048,2022-06-23T21:00:00Z,2022-06-23T21:30:00Z,2022-06-23,21:00:00
0.071,2022-06-23T21:30:00Z,2022-06-23T22:00:00Z,2022-06-23,21:30:00
0.052,2022-06-23T22:00:00Z,2022-06-23T22:30:00Z,2022-06-23,22:00:00
0.05,2022-06-23T22:30:00Z,2022-06-23T23:00:00Z,2022-06-23,22:30:00
0.024,2022-06-23T23:00:00Z,2022-06-23T23:30:00Z,2022-06-23,23:00:00
0.021,2022-06-24T00:00:00Z,2022-06-24T00:30:00Z,2022-06-24,00:00:00
0.036,2022-06-24T00:30:00Z,2022-06-24T01:00:00Z,2022-06-24,00:30:00
0.018,2022-06-24T01:00:00Z,2022-06-24T01:30:00Z,2022-06-24,01:00:00
0.324,2022-06-24T01:30:00Z,2022-06-24T02:00:00Z,2022-06-24,01:30:00
1.542,2022-06-24T02:00:00Z,2022-06-24T02:30:00Z,2022-06-24,02:00:00
0.866,2022-06-24T02:30:00Z,2022-06-24T03:00:00Z,2022-06-24,02:30:00
0.014,2022-06-24T03:00:00Z,2022-06-24T03:30:00Z,2022-06-24,03:00:00
0.041,2022-06-24T03:30:00Z,2022-06-24T04:00:00Z,2022-06-24,03:30:00
0.014,2022-06-24T04:00:00Z,2022-06-24T04:30:00Z,2022-06-24,04:00:00
0.042,2022-06-24T04:30:00Z,2022-06-24T05:00:00Z,2022-06-24,04:30:00
0.328,2022-06-24T05:00:00Z,2022-06-24T05:30:00Z,2022-06-24,05:00:00
0.229,2022-06-24T05:30:00Z,2022-06-24T06:00:00Z,2022-06-24,05:30:00
0.021,2022-06-24T06:00:00Z,2022-06-24T06:30:00Z,2022-06-24,06:00:00
0.049,2022-06-24T06:30:00Z,2022-06-24T07:00:00Z,2022-06-24,06:30:00
0.024,2022-06-24T07:00:00Z,2022-06-24T07:30:00Z,2022-06-24,07:00:00
0.041,2022-06-24T07:30:00Z,2022-06-24T08:00:00Z,2022-06-24,07:30:00
0.024,2022-06-24T08:00:00Z,2022-06-24T08:30:00Z,2022-06-24,08:00:00
0.111,2022-06-24T08:30:00Z,2022-06-24T09:00:00Z,2022-06-24,08:30:00
0.022,2022-06-24T09:00:00Z,2022-06-24T09:30:00Z,2022-06-24,09:00:00
