consumption,interval_start,interval_end,date,time
0.069,2022-06-05T19:30:00Z,2022-06-05T20:00:00Z,2022-06-05,19:30:00
0.048,2022-06-05T20:00:00Z,2022-06-05T20:30:00Z,2022-06-05,20:00:00
0.075,2022-06-05T20:30:00Z,2022-06-05T21:00:00Z,2022-06-05,20:30:00
0.044,2022-06-05T21:00:00Z,2022-06-05T21:30:00Z,2022-06-05,21:00:00
0.08,2022-06-05T21:30:00Z,2022-06-05T22:00:00Z,2022-06-05,21:30:00
1.086,2022-06-05T22:00:00Z,2022-06-05T22:30:00Z,2022-06-05,22:00:00
1.581,2022-06-05T22:30:00Z,2022-06-05T23:00:00Z,2022-06-05,22:30:00
0.05,2022-06-05T23:00:00Z,2022-06-05T23:30:00Z,2022-06-05,23:00:00
0.039,2022-06-05T23:30:00Z,2022-06-06T00:00:00Z,2022-06-05,23:30:00
0.014,2022-06-06T00:00:00Z,2022-06-06T00:30:00Z,2022-06-06,00:00:00
0.293,2022-06-06T00:30:00Z,2022-06-06T01:00:00Z,2022-06-06,00:30:00
0.014,2022-06-06T01:00:00Z,2022-06-06T01:30:00Z,2022-06-06,01:00:00
0.037,2022-06-06T01:30:00Z,2022-06-06T02:00:00Z,2022-06-06,01:30:00
0.015,2022-06-06T02:00:00Z,2022-06-06T02:30:00Z,2022-06-06,02:00:00
0.037,2022-06-06T02:30:00Z,2022-06-06T03:00:00Z,2022-06-06,02:30:00
0.014,2022-06-06T03:00:00Z,2022-06-06T03:30:00Z,2022-06-06,03:00:00
0.037,2022-06-06T03:30:00Z,2022-06-06T04:00:00Z,2022-06-06,03:30:00
0.014,2022-06-06T04:00:00Z,2022-06-06T04:30:00Z,2022-06-06,04:00:00
0.031,2022-06-06T04:30:00Z,2022-06-06T05:00:00Z,2022-06-06,04:30:00
0.02,2022-06-06T05:00:00Z,2022-06-06T05:30:00Z,2022-06-06,05:00:00
0.327,2022-06-06T05:30:00Z,2022-06-06T06:00:00Z,2022-06-06,05:30:00
0.045,2022-06-06T06:00:00Z,2022-06-06T06:30:00Z,2022-06-06,06:00:00
0.047,2022-06-06T06:30:00Z,2022-06-06T07:00:00Z,2022-06-06,06:30:00
0.045,2022-06-06T07:00:00Z,2022-06-06T07:30:00Z,2022-06-06,07:00:00
0.103,2022-06-06T07:30:00Z,2022-06-06T08:00:00Z,2022-06-06,07:30:00
0.049,2022-06-06T08:00:00Z,2022-06-06T08:30:00Z,2022-06-06,08:00:00
0.035,2022-06-06T08:30:00Z,2022-06-06T09:00:00Z,2022-06-06,08:30:00
0.069,2022-06-06T09:00:00Z,2022-06-06T09:30:00Z,2022-06-06,09:00:00
0.023,2022-06-06T09:30:00Z,2022-06-06T10:00:00Z,2022-06-06,09:30:00
0.044,2022-06-06T10:00:00Z,2022-06-06T10:30:00Z,2022-06-06,10:00:00
0.022,2022-06-06T10:30:00Z,2022-06-06T11:00:00Z,2022-06-06,10:30:00
0.081,2022-06-06T11:00:00Z,2022-06-06T11:30:00Z,2022-06-06,11:00:00
0.02,2022-06-06T11:30:00Z,2022-06-06T12:00:00Z,2022-06-06,11:30:00
0.103,2022-06-06T12:00:00Z,2022-06-06T12:30:00Z,2022-06-06,12:00:00
0.026,2022-06-06T12:30:00Z,2022-06-06T13:00:00Z,2022-06-06,12:30:00
0.043,2022-06-06T13:00:00Z,2022-06-06T13:30:00Z,2022-06-06,13:00:00
0.219,2022-06-06T13:30:00Z,2022-06-06T14:00:00Z,2022-06-06,13:30:00
0.078,2022-06-06T14:00:00Z,2022-06-06T14:30:00Z,2022-06-06,14:00:00
0.076,2022-06-06T14:30:00Z,2022-06-06T15:00:00Z,2022-06-06,14:30:00
0.112,2022-06-06T15:00:00Z,2022-06-06T15:30:00Z,2022-06-06,15:00:00
0.07,2022-06-06T15:30:00Z,2022-06-06T16:00:00Z,2022-06-06,15:30:00
0.088,2022-06-06T16:00:00Z,2022-06-06T16:30:00Z,2022-06-06,16:00:00
0.063,2022-06-06T16:30:00Z,2022-06-06T17:00:00Z,2022-06-06,16:30:00
0.085,2022-06-06T17:00:00Z,2022-06-06T17:30:00Z,2022-06-06,17:00:00
0.068,2022-06-06T17:30:00Z,2022-06-06T18:00:00Z,2022-06-06,17:30:00
0.071,2022-06-06T18:00:00Z,2022-06-06T18:30:00Z,2022-06-06,18:00:00
0.061,2022-06-06T18:30:00Z,2022-06-06T19:00:00Z,2022-06-06,18:30:00
0.058,2022-06-06T19:00:00Z,2022-06-06T19:30:00Z,2022-06-06,19:00:00
0.076,2022-06-06T19:30:00Z,2022-06-06T20:00:00Z,2022-06-06,19:30:00
0.056,2022-06-06T20:00:00Z,2022-06-06T20:30:00Z,2022-06-06,20:00:00
0.069,2022-06-06T20:30:00Z,2022-06-06T21:00:00Z,2022-06-06,20:30:00
0.04,2022-06-06T21:00:00Z,2022-06-06T21:30:00Z,2022-06-06,21:00:00
0.07,2022-06-06T21:30:00Z,2022-06-06T22:00:00Z,2022-06-06,21:30:00
1.046,2022-06-06T22:00:00Z,2022-06-06T22:30:00Z,2022-06-06,22:00:00
1.561,2022-06-06T22:30:00Z,2022-06-06T23:00:00Z,2022-06-06,22:30:00
0.483,2022-06-06T23:00:00Z,2022-06-06T23:30:00Z,2022-06-06,23:00:00
0.038,2022-06-06T23:30:00Z,2022-06-07T00:00:00Z,2022-06-06,23:30:00
0.014,2022-06-07T00:00:00Z,2022-06-07T00:30:00Z,2022-06-07,00:00:00
0.291,2022-06-07T00:30:00Z,2022-06-07T01:00:00Z,2022-06-07,00:30:00
0.014,2022-06-07T01:00:00Z,2022-06-07T01:30:00Z,2022-06-07,01:00:00
0.038,2022-06-07T01:30:00Z,2022-06-07T02:00:00Z,2022-06-07,01:30:00
0.014,2022-06-07T02:00:00Z,2022-06-07T02:30:00Z,2022-06-07,02:00:00
0.039,2022-06-07T02:30:00Z,2022-06-07T03:00:00Z,2022-06-07,02:30:00
0.014,2022-06-07T03:00:00Z,2022-06-07T03:30:00Z,2022-06-07,03:00:00
0.038,2022-06-07T03:30:00Z,2022-06-07T04:00:00Z,2022-06-07,03:30:00
0.014,2022-06-07T04:00:00Z,2022-06-07T04:30:00Z,2022-06-07,04:00:00
0.037,2022-06-07T04:30:00Z,2022-06-07T05:00:00Z,2022-06-07,04:30:00
0.014,2022-06-07T05:00:00Z,2022-06-07T05:30:00Z,2022-06-07,05:00:00
0.125,2022-06-07T05:30:00Z,2022-06-07T06:00:00Z,2022-06-07,05:30:00
0.02,2022-06-07T06:00:00Z,2022-06-07T06:30:00Z,2022-06-07,06:00:00
0.407,2022-06-07T06:30:00Z,2022-06-07T07:00:00Z,2022-06-07,06:30:00
0.392,2022-06-07T07:00:00Z,2022-06-07T07:30:00Z,2022-06-07,07:00:00
0.062,2022-06-07T07:30:00Z,2022-06-07T08:00:00Z,2022-06-07,07:30:00
0.12,2022-06-07T08:00:00Z,2022-06-07T08:30:00Z,2022-06-07,08:00:00
0.041,2022-06-07T08:30:00Z,2022-06-07T09:00:00Z,2022-06-07,08:30:00
0.03,2022-06-07T09:00:00Z,2022-06-07T09:30:00Z,2022-06-07,09:00:00
0.031,2022-06-07T09:30:00Z,2022-06-07T10:00:00Z,2022-06-07,09:30:00
0.032,2022-06-07T10:00:00Z,2022-06-07T10:30:00Z,2022-06-07,10:00:00
0.032,2022-06-07T10:30:00Z,2022-06-07T11:00:00Z,2022-06-07,10:30:00
0.031,2022-06-07T11:00:00Z,2022-06-07T11:30:00Z,2022-06-07,11:00:00
0.039,2022-06-07T11:30:00Z,2022-06-07T12:00:00Z,2022-06-07,11:30:00
0.022,2022-06-07T12:00:00Z,2022-06-07T12:30:00Z,2022-06-07,12:00:00
0.042,2022-06-07T12:30:00Z,2022-06-07T13:00:00Z,2022-06-07,12:30:00
0.019,2022-06-07T13:00:00Z,2022-06-07T13:30:00Z,2022-06-07,13:00:00
0.043,2022-06-07T13:30:00Z,2022-06-07T14:00:00Z,2022-06-07,13:30:00
0.024,2022-06-07T14:00:00Z,2022-06-07T14:30:00Z,2022-06-07,14:00:00
0.047,2022-06-07T14:30:00Z,2022-06-07T15:00:00Z,2022-06-07,14:30:00
0.022,2022-06-07T15:00:00Z,2022-06-07T15:30:00Z,2022-06-07,15:00:00
0.037,2022-06-07T15:30:00Z,2022-06-07T16:00:00Z,2022-06-07,15:30:00
0.152,2022-06-07T16:00:00Z,2022-06-07T16:30:00Z,2022-06-07,16:00:00
0.413,2022-06-07T16:30:00Z,2022-06-07T17:00:00Z,2022-06-07,16:30:00
0.415,2022-06-07T17:00:00Z,2022-06-07T17:30:00Z,2022-06-07,17:00:00
0.035,2022-06-07T17:30:00Z,2022-06-07T18:00:00Z,2022-06-07,17:30:00
0.075,2022-06-07T18:00:00Z,2022-06-07T18:30:00Z,2022-06-07,18:00:00
0.027,2022-06-07T18:30:00Z,2022-06-07T19:00:00Z,2022-06-07,18:30:00
0.05,2022-06-07T19:00:00Z,2022-06-07T19:30:00Z,2022-06-07,19:00:00
0.056,2022-06-07T19:30:00Z,2022-06-07T20:00:00Z,2022-06-07,19:30:00
0.084,2022-06-07T20:00:00Z,2022-06-07T20:30:00Z,2022-06-07,20:00:00
0.064,2022-06-07T20:30:00Z,2022-06-07T21:00:00Z,2022-06-07,20:30:00
0.088,2022-06-07T21:00:00Z,2022-06-07T21:30:00Z,2022-06-07,21:00:00
0.05,2022-06-07T21:30:00Z,2022-06-07T22:00:00Z,2022-06-07,21:30:00
0.04,2022-06-07T22:00:00Z,2022-06-07T22:30:00Z,2022-06-07,22:00:00
0.017,2022-06-07T22:30:00Z,2022-06-07T23:00:00Z,2022-06-07,22:30:00
0.039,2022-06-07T23:00:00Z,2022-06-07T23:30:00Z,2022-06-07,23:00:00
0.014,2022-06-07T23:30:00Z,2022-06-08T00:00:00Z,2022-06-07,23:30:00
0.032,2022-06-08T00:00:00Z,2022-06-08T00:30:00Z,2022-06-08,00:00:00
0.019,2022-06-08T00:30:00Z,2022-06-08T01:00:00Z,2022-06-08,00:30:00
0.022,2022-06-08T01:00:00Z,2022-06-08T01:30:00Z,2022-06-08,01:00:00
0.309,2022-06-08T01:30:00Z,2022-06-08T02:00:00Z,2022-06-08,01:30:00
1.541,2022-06-08T02:00:00Z,2022-06-08T02:30:00Z,2022-06-08,02:00:00
1.561,2022-06-08T02:30:00Z,2022-06-08T03:00:00Z,2022-06-08,02:30:00
0.415,2022-06-08T03:00:00Z,2022-06-08T03:30:00Z,2022-06-08,03:00:00
0.037,2022-06-08T03:30:00Z,2022-06-08T04:00:00Z,2022-06-08,03:30:00
0.014,2022-06-08T04:00:00Z,2022-06-08T04:30:00Z,2022-06-08,04:00:00
0.272,2022-06-08T04:30:00Z,2022-06-08T05:00:00Z,2022-06-08,04:30:00
0.022,2022-06-08T05:00:00Z,2022-06-08T05:30:00Z,2022-06-08,05:00:00
0.42,2022-06-08T05:30:00Z,2022-06-08T06:00:00Z,2022-06-08,05:30:00
0.032,2022-06-08T06:00:00Z,2022-06-08T06:30:00Z,2022-06-08,06:00:00
0.065,2022-06-08T06:30:00Z,2022-06-08T07:00:00Z,2022-06-08,06:30:00
0.355,2022-06-08T07:00:00Z,2022-06-08T07:30:00Z,2022-06-08,07:00:00
0.148,2022-06-08T07:30:00Z,2022-06-08T08:00:00Z,2022-06-08,07:30:00
0.079,2022-06-08T08:00:00Z,2022-06-08T08:30:00Z,2022-06-08,08:00:00
0.112,2022-06-08T08:30:00Z,2022-06-08T09:00:00Z,2022-06-08,08:30:00
0.081,2022-06-08T09:00:00Z,2022-06-08T09:30:00Z,2022-06-08,09:00:00
0.058,2022-06-08T09:30:00Z,2022-06-08T10:00:00Z,2022-06-08,09:30:00
0.342,2022-06-08T10:00:00Z,2022-06-08T10:30:00Z,2022-06-08,10:00:00
0.057,2022-06-08T10:30:00Z,2022-06-08T11:00:00Z,2022-06-08,10:30:00
0.095,2022-06-08T11:00:00Z,2022-06-08T11:30:00Z,2022-06-08,11:00:00
0.045,2022-06-08T11:30:00Z,2022-06-08T12:00:00Z,2022-06-08,11:30:00
0.067,2022-06-08T12:00:00Z,2022-06-08T12:30:00Z,2022-06-08,12:00:00
0.146,2022-06-08T12:30:00Z,2022-06-08T13:00:00Z,2022-06-08,12:30:00
0.067,2022-06-08T13:00:00Z,2022-06-08T13:30:00Z,2022-06-08,13:00:00
0.065,2022-06-08T13:30:00Z,2022-06-08T14:00:00Z,2022-06-08,13:30:00
0.058,2022-06-08T14:00:00Z,2022-06-08T14:30:00Z,2022-06-08,14:00:00
0.432,2022-06-08T14:30:00Z,2022-06-08T15:00:00Z,2022-06-08,14:30:00
0.415,2022-06-08T15:00:00Z,2022-06-08T15:30:00Z,2022-06-08,15:00:00
0.353,2022-06-08T15:30:00Z,2022-06-08T16:00:00Z,2022-06-08,15:30:00
0.265,2022-06-08T16:00:00Z,2022-06-08T16:30:00Z,2022-06-08,16:00:00
0.075,2022-06-08T16:30:00Z,2022-06-08T17:00:00Z,2022-06-08,16:30:00
0.073,2022-06-08T17:00:00Z,2022-06-08T17:30:00Z,2022-06-08,17:00:00
0.053,2022-06-08T17:30:00Z,2022-06-08T18:00:00Z,2022-06-08,17:30:00
0.062,2022-06-08T18:00:00Z,2022-06-08T18:30:00Z,2022-06-08,18:00:00
0.058,2022-06-08T18:30:00Z,2022-06-08T19:00:00Z,2022-06-08,18:30:00
0.07,2022-06-08T19:00:00Z,2022-06-08T19:30:00Z,2022-06-08,19:00:00
0.095,2022-06-08T19:30:00Z,2022-06-08T20:00:00Z,2022-06-08,19:30:00
0.077,2022-06-08T20:00:00Z,2022-06-08T20:30:00Z,2022-06-08,20:00:00
0.044,2022-06-08T20:30:00Z,2022-06-08T21:00:00Z,2022-06-08,20:30:00
0.066,2022-06-08T21:00:00Z,2022-06-08T21:30:00Z,2022-06-08,21:00:00
0.04,2022-06-08T21:30:00Z,2022-06-08T22:00:00Z,2022-06-08,21:30:00
0.052,2022-06-08T22:00:00Z,2022-06-08T22:30:00Z,2022-06-08,22:00:00
0.032,2022-06-08T22:30:00Z,2022-06-08T23:00:00Z,2022-06-08,22:30:00
0.043,2022-06-08T23:00:00Z,2022-06-08T23:30:00Z,2022-06-08,23:00:00
0.032,2022-06-08T23:30:00Z,2022-06-09T00:00:00Z,2022-06-08,23:30:00
0.027,2022-06-09T00:00:00Z,2022-06-09T00:30:00Z,2022-06-09,00:00:00
0.03,2022-06-09T00:30:00Z,2022-06-09T01:00:00Z,2022-06-09,00:30:00
0.015,2022-06-09T01:00:00Z,2022-06-09T01:30:00Z,2022-06-09,01:00:00
0.317,2022-06-09T01:30:00Z,2022-06-09T02:00:00Z,2022-06-09,01:30:00
1.56,2022-06-09T02:00:00Z,2022-06-09T02:30:00Z,2022-06-09,02:00:00
1.096,2022-06-09T02:30:00Z,2022-06-09T03:00:00Z,2022-06-09,02:30:00
0.015,2022-06-09T03:00:00Z,2022-06-09T03:30:00Z,2022-06-09,03:00:00
0.033,2022-06-09T03:30:00Z,2022-06-09T04:00:00Z,2022-06-09,03:30:00
0.317,2022-06-09T04:00:00Z,2022-06-09T04:30:00Z,2022-06-09,04:00:00
0.021,2022-06-09T04:30:00Z,2022-06-09T05:00:00Z,2022-06-09,04:30:00
0.031,2022-06-09T05:00:00Z,2022-06-09T05:30:00Z,2022-06-09,05:00:00
0.115,2022-06-09T05:30:00Z,2022-06-09T06:00:00Z,2022-06-09,05:30:00
0.105,2022-06-09T06:00:00Z,2022-06-09T06:30:00Z,2022-06-09,06:00:00
0.041,2022-06-09T06:30:00Z,2022-06-09T07:00:00Z,2022-06-09,06:30:00
0.043,2022-06-09T07:00:00Z,2022-06-09T07:30:00Z,2022-06-09,07:00:00
0.087,2022-06-09T07:30:00Z,2022-06-09T08:00:00Z,2022-06-09,07:30:00
0.1,2022-06-09T08:00:00Z,2022-06-09T08:30:00Z,2022-06-09,08:00:00
0.124,2022-06-09T08:30:00Z,2022-06-09T09:00:00Z,2022-06-09,08:30:00
0.031,2022-06-09T09:00:00Z,2022-06-09T09:30:00Z,2022-06-09,09:00:00
0.04,2022-06-09T09:30:00Z,2022-06-09T10:00:00Z,2022-06-09,09:30:00
0.027,2022-06-09T10:00:00Z,2022-06-09T10:30:00Z,2022-06-09,10:00:00
0.045,2022-06-09T10:30:00Z,2022-06-09T11:00:00Z,2022-06-09,10:30:00
0.083,2022-06-09T11:00:00Z,2022-06-09T11:30:00Z,2022-06-09,11:00:00
0.133,2022-06-09T11:30:00Z,2022-06-09T12:00:00Z,2022-06-09,11:30:00
0.021,2022-06-09T12:00:00Z,2022-06-09T12:30:00Z,2022-06-09,12:00:00
0.358,2022-06-09T12:30:00Z,2022-06-09T13:00:00Z,2022-06-09,12:30:00
0.062,2022-06-09T13:00:00Z,2022-06-09T13:30:00Z,2022-06-09,13:00:00
0.101,2022-06-09T13:30:00Z,2022-06-09T14:00:00Z,2022-06-09,13:30:00
0.081,2022-06-09T14:00:00Z,2022-06-09T14:30:00Z,2022-06-09,14:00:00
0.079,2022-06-09T14:30:00Z,2022-06-09T15:00:00Z,2022-06-09,14:30:00
0.044,2022-06-09T15:00:00Z,2022-06-09T15:30:00Z,2022-06-09,15:00:00
0.565,2022-06-09T15:30:00Z,2022-06-09T16:00:00Z,2022-06-09,15:30:00
0.082,2022-06-09T16:00:00Z,2022-06-09T16:30:00Z,2022-06-09,16:00:00
0.058,2022-06-09T16:30:00Z,2022-06-09T17:00:00Z,2022-06-09,16:30:00
0.069,2022-06-09T17:00:00Z,2022-06-09T17:30:00Z,2022-06-09,17:00:00
0.288,2022-06-09T17:30:00Z,2022-06-09T18:00:00Z,2022-06-09,17:30:00
0.181,2022-06-09T18:00:00Z,2022-06-09T18:30:00Z,2022-06-09,18:00:00
0.056,2022-06-09T18:30:00Z,2022-06-09T19:00:00Z,2022-06-09,18:30:00
0.064,2022-06-09T19:00:00Z,2022-06-09T19:30:00Z,2022-06-09,19:00:00
0.054,2022-06-09T19:30:00Z,2022-06-09T20:00:00Z,2022-06-09,19:30:00
0.114,2022-06-09T20:00:00Z,2022-06-09T20:30:00Z,2022-06-09,20:00:00
0.082,2022-06-09T20:30:00Z,2022-06-09T21:00:00Z,2022-06-09,20:30:00
0.04,2022-06-09T21:00:00Z,2022-06-09T21:30:00Z,2022-06-09,21:00:00
0.065,2022-06-09T21:30:00Z,2022-06-09T22:00:00Z,2022-06-09,21:30:00
0.045,2022-06-09T22:00:00Z,2022-06-09T22:30:00Z,2022-06-09,22:00:00
0.039,2022-06-09T22:30:00Z,2022-06-09T23:00:00Z,2022-06-09,22:30:00
0.024,2022-06-09T23:00:00Z,2022-06-09T23:30:00Z,2022-06-09,23:00:00
0.022,2022-06-09T23:30:00Z,2022-06-10T00:00:00Z,2022-06-09,23:30:00
0.033,2022-06-10T00:00:00Z,2022-06-10T00:30:00Z,2022-06-10,00:00:00
0.014,2022-06-10T00:30:00Z,2022-06-10T01:00:00Z,2022-06-10,00:30:00
0.039,2022-06-10T01:00:00Z,2022-06-10T01:30:00Z,2022-06-10,01:00:00
0.294,2022-06-10T01:30:00Z,2022-06-10T02:00:00Z,2022-06-10,01:30:00
1.553,2022-06-10T02:00:00Z,2022-06-10T02:30:00Z,2022-06-10,02:00:00
1.125,2022-06-10T02:30:00Z,2022-06-10T03:00:00Z,2022-06-10,02:30:00
0.035,2022-06-10T03:00:00Z,2022-06-10T03:30:00Z,2022-06-10,03:00:00
0.017,2022-06-10T03:30:00Z,2022-06-10T04:00:00Z,2022-06-10,03:30:00
0.263,2022-06-10T04:00:00Z,2022-06-10T04:30:00Z,2022-06-10,04:00:00
0.044,2022-06-10T04:30:00Z,2022-06-10T05:00:00Z,2022-06-10,04:30:00
0.015,2022-06-10T05:00:00Z,2022-06-10T05:30:00Z,2022-06-10,05:00:00
1.263,2022-06-10T05:30:00Z,2022-06-10T06:00:00Z,2022-06-10,05:30:00
0.024,2022-06-10T06:00:00Z,2022-06-10T06:30:00Z,2022-06-10,06:00:00
0.029,2022-06-10T06:30:00Z,2022-06-10T07:00:00Z,2022-06-10,06:30:00
0.018,2022-06-10T07:00:00Z,2022-06-10T07:30:00Z,2022-06-10,07:00:00
0.095,2022-06-10T07:30:00Z,2022-06-10T08:00:00Z,2022-06-10,07:30:00
0.059,2022-06-10T08:00:00Z,2022-06-10T08:30:00Z,2022-06-10,08:00:00
0.029,2022-06-10T08:30:00Z,2022-06-10T09:00:00Z,2022-06-10,08:30:00
0.042,2022-06-10T09:00:00Z,2022-06-10T09:30:00Z,2022-06-10,09:00:00
0.022,2022-06-10T09:30:00Z,2022-06-10T10:00:00Z,2022-06-10,09:30:00
0.045,2022-06-10T10:00:00Z,2022-06-10T10:30:00Z,2022-06-10,10:00:00
0.095,2022-06-10T10:30:00Z,2022-06-10T11:00:00Z,2022-06-10,10:30:00
0.168,2022-06-10T11:00:00Z,2022-06-10T11:30:00Z,2022-06-10,11:00:00
0.081,2022-06-10T11:30:00Z,2022-06-10T12:00:00Z,2022-06-10,11:30:00
0.044,2022-06-10T12:00:00Z,2022-06-10T12:30:00Z,2022-06-10,12:00:00
0.029,2022-06-10T12:30:00Z,2022-06-10T13:00:00Z,2022-06-10,12:30:00
0.033,2022-06-10T13:00:00Z,2022-06-10T13:30:00Z,2022-06-10,13:00:00
0.033,2022-06-10T13:30:00Z,2022-06-10T14:00:00Z,2022-06-10,13:30:00
0.03,2022-06-10T14:00:00Z,2022-06-10T14:30:00Z,2022-06-10,14:00:00
0.1,2022-06-10T14:30:00Z,2022-06-10T15:00:00Z,2022-06-10,14:30:00
0.026,2022-06-10T15:00:00Z,2022-06-10T15:30:00Z,2022-06-10,15:00:00
0.053,2022-06-10T15:30:00Z,2022-06-10T16:00:00Z,2022-06-10,15:30:00
0.861,2022-06-10T16:00:00Z,2022-06-10T16:30:00Z,2022-06-10,16:00:00
0.42,2022-06-10T16:30:00Z,2022-06-10T17:00:00Z,2022-06-10,16:30:00
0.042,2022-06-10T17:00:00Z,2022-06-10T17:30:00Z,2022-06-10,17:00:00
0.056,2022-06-10T17:30:00Z,2022-06-10T18:00:00Z,2022-06-10,17:30:00
0.015,2022-06-10T18:00:00Z,2022-06-10T18:30:00Z,2022-06-10,18:00:00
0.041,2022-06-10T18:30:00Z,2022-06-10T19:00:00Z,2022-06-10,18:30:00
0.035,2022-06-10T19:00:00Z,2022-06-10T19:30:00Z,2022-06-10,19:00:00
0.071,2022-06-10T19:30:00Z,2022-06-10T20:00:00Z,2022-06-10,19:30:00
0.05,2022-06-10T20:00:00Z,2022-06-10T20:30:00Z,2022-06-10,20:00:00
0.071,2022-06-10T20:30:00Z,2022-06-10T21:00:00Z,2022-06-10,20:30:00
0.059,2022-06-10T21:00:00Z,2022-06-10T21:30:00Z,2022-06-10,21:00:00
0.081,2022-06-10T21:30:00Z,2022-06-10T22:00:00Z,2022-06-10,21:30:00
0.05,2022-06-10T22:00:00Z,2022-06-10T22:30:00Z,2022-06-10,22:00:00
0.036,2022-06-10T22:30:00Z,2022-06-10T23:00:00Z,2022-06-10,22:30:00
0.042,2022-06-10T23:00:00Z,2022-06-10T23:30:00Z,2022-06-10,23:00:00
0.051,2022-06-10T23:30:00Z,2022-06-11T00:00:00Z,2022-06-10,23:30:00
0.038,2022-06-11T00:00:00Z,2022-06-11T00:30:00Z,2022-06-11,00:00:00
0.036,2022-06-11T00:30:00Z,2022-06-11T01:00:00Z,2022-06-11,00:30:00
0.039,2022-06-11T01:00:00Z,2022-06-11T01:30:00Z,2022-06-11,01:00:00
0.33,2022-06-11T01:30:00Z,2022-06-11T02:00:00Z,2022-06-11,01:30:00
1.575,2022-06-11T02:00:00Z,2022-06-11T02:30:00Z,2022-06-11,02:00:00
1.57,2022-06-11T02:30:00Z,2022-06-11T03:00:00Z,2022-06-11,02:30:00
0.233,2022-06-11T03:00:00Z,2022-06-11T03:30:00Z,2022-06-11,03:00:00
0.048,2022-06-11T03:30:00Z,2022-06-11T04:00:00Z,2022-06-11,03:30:00
0.043,2022-06-11T04:00:00Z,2022-06-11T04:30:00Z,2022-06-11,04:00:00
0.297,2022-06-11T04:30:00Z,2022-06-11T05:00:00Z,2022-06-11,04:30:00
0.036,2022-06-11T05:00:00Z,2022-06-11T05:30:00Z,2022-06-11,05:00:00
0.136,2022-06-11T05:30:00Z,2022-06-11T06:00:00Z,2022-06-11,05:30:00
0.034,2022-06-11T06:00:00Z,2022-06-11T06:30:00Z,2022-06-11,06:00:00
0.115,2022-06-11T06:30:00Z,2022-06-11T07:00:00Z,2022-06-11,06:30:00
0.103,2022-06-11T07:00:00Z,2022-06-11T07:30:00Z,2022-06-11,07:00:00
0.074,2022-06-11T07:30:00Z,2022-06-11T08:00:00Z,2022-06-11,07:30:00
0.067,2022-06-11T08:00:00Z,2022-06-11T08:30:00Z,2022-06-11,08:00:00
0.064,2022-06-11T08:30:00Z,2022-06-11T09:00:00Z,2022-06-11,08:30:00
0.049,2022-06-11T09:00:00Z,2022-06-11T09:30:00Z,2022-06-11,09:00:00
0.033,2022-06-11T09:30:00Z,2022-06-11T10:00:00Z,2022-06-11,09:30:00
0.034,2022-06-11T10:00:00Z,2022-06-11T10:30:00Z,2022-06-11,10:00:00
0.022,2022-06-11T10:30:00Z,2022-06-11T11:00:00Z,2022-06-11,10:30:00
0.026,2022-06-11T11:00:00Z,2022-06-11T11:30:00Z,2022-06-11,11:00:00
0.035,2022-06-11T11:30:00Z,2022-06-11T12:00:00Z,2022-06-11,11:30:00
0.02,2022-06-11T12:00:00Z,2022-06-11T12:30:00Z,2022-06-11,12:00:00
0.029,2022-06-11T12:30:00Z,2022-06-11T13:00:00Z,2022-06-11,12:30:00
0.06,2022-06-11T13:00:00Z,2022-06-11T13:30:00Z,2022-06-11,13:00:00
0.081,2022-06-11T13:30:00Z,2022-06-11T14:00:00Z,2022-06-11,13:30:00
0.041,2022-06-11T14:00:00Z,2022-06-11T14:30:00Z,2022-06-11,14:00:00
0.062,2022-06-11T14:30:00Z,2022-06-11T15:00:00Z,2022-06-11,14:30:00
0.057,2022-06-11T15:00:00Z,2022-06-11T15:30:00Z,2022-06-11,15:00:00
0.072,2022-06-11T15:30:00Z,2022-06-11T16:00:00Z,2022-06-11,15:30:00
0.05,2022-06-11T16:00:00Z,2022-06-11T16:30:00Z,2022-06-11,16:00:00
0.07,2022-06-11T16:30:00Z,2022-06-11T17:00:00Z,2022-06-11,16:30:00
0.138,2022-06-11T17:00:00Z,2022-06-11T17:30:00Z,2022-06-11,17:00:00
0.051,2022-06-11T17:30:00Z,2022-06-11T18:00:00Z,2022-06-11,17:30:00
0.081,2022-06-11T18:00:00Z,2022-06-11T18:30:00Z,2022-06-11,18:00:00
0.063,2022-06-11T18:30:00Z,2022-06-11T19:00:00Z,2022-06-11,18:30:00
0.077,2022-06-11T19:00:00Z,2022-06-11T19:30:00Z,2022-06-11,19:00:00
0.085,2022-06-11T19:30:00Z,2022-06-11T20:00:00Z,2022-06-11,19:30:00
0.064,2022-06-11T20:00:00Z,2022-06-11T20:30:00Z,2022-06-11,20:00:00
0.079,2022-06-11T20:30:00Z,2022-06-11T21:00:00Z,2022-06-11,20:30:00
0.059,2022-06-11T21:00:00Z,2022-06-11T21:30:00Z,2022-06-11,21:00:00
0.061,2022-06-11T21:30:00Z,2022-06-11T22:00:00Z,2022-06-11,21:30:00
0.065,2022-06-11T22:00:00Z,2022-06-11T22:30:00Z,2022-06-11,22:00:00
0.027,2022-06-11T22:30:00Z,2022-06-11T23:00:00Z,2022-06-11,22:30:00
0.042,2022-06-11T23:00:00Z,2022-06-11T23:30:00Z,2022-06-11,23:00:00
0.017,2022-06-11T23:30:00Z,2022-06-12T00:00:00Z,2022-06-11,23:30:00
